id,name,title,target_area_search,subsidy_max_limit,acceptance_start_datetime,acceptance_end_datetime,target_number_of_employees
a0WJ200000CDOsKMAX,S-00006732,令和７年度予算　携帯電話等エリア整備事業,全国 / 北海道 / 青森県 / 岩手県 / 宮城県 / 秋田県 / 山形県 / 福島県 / 茨城県 / 栃木県 / 群馬県 / 埼玉県 / 千葉県 / 東京都 / 神奈川県 / 新潟県 / 山梨県 / 長野県 / 富山県 / 石川県 / 福井県 / 岐阜県 / 静岡県 / 愛知県 / 三重県 / 滋賀県 / 京都府 / 大阪府 / 兵庫県 / 奈良県 / 和歌山県 / 鳥取県 / 島根県 / 岡山県 / 広島県 / 山口県 / 徳島県 / 香川県 / 愛媛県 / 高知県 / 福岡県 / 佐賀県 / 長崎県 / 熊本県 / 大分県 / 宮崎県 / 鹿児島県 / 沖縄県,0,2025-03-31T23:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDNujMAH,S-00006627,情報通信拠点機能強化支援事業費補助金,全国,1280000000,2025-05-09T05:00:00.000Z,2026-03-31T08:15:00.000Z,従業員数の制約なし
a0WJ200000CDNiaMAH,S-00006619,令和7年度　ES（社員満足度）向上による若手人材確保・定着事業助成金　１年目申請用,東京都,3000000,2025-05-11T15:00:00.000Z,2030-11-14T15:00:00.000Z,300名以下
a0WJ200000CDMt6MAH,S-00006514,地上基幹放送等に関する耐災害性強化支援事業（令和７年度公募）,全国,360335000,2025-01-24T05:00:00.000Z,2026-03-31T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDLytMAH,S-00006403,令和７年度　農林水産物認証取得支援事業（森林認証取得支援事業）補助金,東京都,400000,2025-04-14T00:00:00.000Z,2026-03-18T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDKMzMAP,S-00006160,自立・帰還支援雇用創出企業立地補助金（商業施設等復興整備補助事業）（十次公募）,福島県,500000000,2025-10-31T06:00:00.000Z,2026-03-31T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDKHiMAP,S-00006142,【令和7年度】西粟倉村協力隊事業補助金,岡山県,5450000,2024-03-16T23:30:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDIvKMAX,S-00005878,令和７年度医療機関におけるＡＩ技術活用促進事業（単年度型）,東京都,10000000,2025-04-18T03:00:00.000Z,2026-03-31T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDIpyMAH,S-00005864,令和７年度スキルアップ支援事業,東京都,3500000,2025-02-28T15:00:00.000Z,2026-02-28T15:00:00.000Z,従業員数の制約なし
a0WJ2000008Av8bMAC,S-00005455,デジタル技術活用推進助成金に係る状況報告等について,東京都,0,2022-11-12T15:00:00.000Z,2029-02-14T15:00:00.000Z,従業員数の制約なし
a0WJ20000088TQ4MAM,S-00005298,令和6年度【2年目申請用】ES（社員満足度）向上による若手人材確保・定着事業助成金,東京都,3000000,2024-09-12T15:00:00.000Z,2028-09-01T14:59:00.000Z,300名以下
a0WJ2000000qhOQMAY,S-00005077,［第十二回］事業再構築補助金（交付申請等）,全国,500000000,2024-11-08T09:00:00.000Z,2032-03-07T14:59:00.000Z,従業員数の制約なし
a0WJ2000000pejTMAQ,S-00004972,令和７年度救急搬送患者受入体制強化事業,東京都,0,2023-11-15T15:00:00.000Z,2030-05-30T15:00:00.000Z,従業員数の制約なし
a0WJ2000000pSPQMA2,S-00004945,令和6年度　ES（社員満足度）向上による若手人材確保・定着事業助成金～１年目申請用～,東京都,3000000,2024-06-09T15:00:00.000Z,2028-01-01T07:45:00.000Z,300名以下
a0W5h00000UdcB3EAJ,S-00004523,令和７年度自動運転の実装に向けた社会受容性向上支援事業補助金,東京都,10000000,2025-03-31T15:00:00.000Z,2026-03-09T14:59:00.000Z,従業員数の制約なし
a0W5h00000Ucr5eEAB,S-00004221,中小企業者持続化補助金「災害支援枠（令和６年能登半島地震等）」,石川県,2000000,2026-01-30T00:00:00.000Z,2026-04-27T08:30:00.000Z,300名以下
a0W5h00000UbU66EAF,S-00003966,［第十一回］事業再構築補助金（交付申請等）,全国,150000000,2024-02-13T09:00:00.000Z,2031-06-12T14:59:00.000Z,従業員数の制約なし
